"","session.x","iso3c.y","IdealPointDistance"
"1",74,"USA",2.39454
"2",74,"VEN",2.113516
"3",74,"PRY",0.4792812
"4",74,"ARG",0.37591268
"5",74,"URY",0.7066213
"6",74,"RUS",0.1696597
"7",74,"ZAF",0.6436731
"8",74,"CHN",0.6306261
"9",74,"IND",0.4739612
"10",75,"USA",2.4905576
"11",75,"VEN",2.0951734
"12",75,"PRY",0.567056
"13",75,"ARG",0.41191464
"14",75,"URY",0.39888332
"15",75,"RUS",0.2241679
"16",75,"ZAF",0.6681568
"17",75,"CHN",0.8465651
"18",75,"IND",0.43278253
